,0,1,2,3,4,5,6,7,8,9
2,0.9647671879338845,0.9671863348815471,0.9690961181250798,0.9611416920555512,0.9659925213656935,0.9642727593231052,0.9678549491400352,0.9666545942775057,0.9675459847114541,0.9677742924821432
3,0.9396970679914287,0.9491880237081374,0.9523754812347385,0.94509462846709,0.943885791491123,0.9472723891855036,0.9495363906032176,0.9512188793912066,0.9519998635339662,0.9444647380316963
4,0.9320036400635566,0.9302172007798288,0.9317186747533028,0.9334450557034402,0.9295545835369334,0.93213813883192,0.9314310187088755,0.9363678747281786,0.9282897862910547,0.9339822228003671
5,0.9084162072466112,0.9163408686058638,0.9242883013051618,0.914536879826369,0.9110662871658636,0.9157000797839027,0.9146828822176539,0.9096601748465317,0.9018877997480735,0.9132495737611752
6,0.8881351427687921,0.8938805717215241,0.8873066671268834,0.8987491876608341,0.898595070483932,0.8992204242343933,0.8986831553398472,0.8924219184738865,0.9031311030982399,0.8940052119876697
7,0.8756279186687831,0.8780705183645428,0.8741579572570977,0.8770695745542716,0.8823075499163637,0.880691197346777,0.8767427918386318,0.8774477010721757,0.8711456905188678,0.8884867836276752
8,0.8626183032216745,0.85027638225397,0.8505563365231236,0.8613907978067398,0.8600298339266762,0.8610964344597634,0.8598547455943722,0.8561558881963224,0.8598464607781658,0.8511600763871018
9,0.844446910733221,0.8344147325625202,0.8434627071764693,0.8392340521260142,0.8396727570346214,0.855106586447403,0.8462513672732233,0.82539957404654,0.846047802395539,0.8295451933726374
10,0.8264200330278704,0.8292132757768814,0.8279618764966401,0.8144777430651586,0.8253834406172295,0.8303461416925285,0.830246317043319,0.8314960455621841,0.8243191953839886,0.8313358615026548
15,0.7487959456230942,0.7311070307194647,0.7227489766847316,0.7440175085525831,0.7228407017806575,0.7479141869249676,0.7534089312851993,0.7422698302849772,0.7335364245228171,0.7393615502613792
20,0.6358065072046891,0.652523609952462,0.6535212158146982,0.6573495591916468,0.6449128223941214,0.659405927802291,0.6505126118258897,0.6650785292256706,0.634808655710668,0.6560171657588192
25,0.5423669670886326,0.5731544755349497,0.5516945089277812,0.5464007965449142,0.5620770910611296,0.563179897569013,0.5635960675175783,0.5619304517738274,0.5684954650160388,0.5610244469473991
30,0.48555795789009687,0.46584708110323025,0.46714396013282833,0.45699146114680383,0.4727085853268063,0.4894838005922327,0.4774878878408382,0.4670611174919723,0.47165142754074857,0.4721990801623764
35,0.39275076955995974,0.37114337030720324,0.398239093400163,0.39169519146166515,0.38270725783049603,0.3921413970386978,0.3862001326007831,0.41093587317980634,0.40696287158387007,0.397400200744354
40,0.29277351997816614,0.3048624539051592,0.3054759495717021,0.2947284163544073,0.298516443013253,0.3018583601275952,0.3035692054805079,0.29439962558733945,0.29288133551684004,0.2853988377634676
45,0.19732604665866632,0.21617145153418704,0.2140034841897359,0.22161353798515881,0.19791264724539037,0.20895338591306695,0.21824023056820457,0.21080014179671355,0.19317724473102776,0.208907312425546
50,0.11741272064428124,0.11959613458420511,0.10980034224232776,0.1255576758281749,0.11525189008723268,0.11446492026415014,0.1287605696170467,0.12199850321318736,0.10862900406137324,0.1167569458591779
55,0.03296530986041154,0.03439024441726778,0.03599811809576905,0.03220077573132704,0.03334207795060447,0.03292358755844584,0.03756288598639869,0.0333150568287897,0.033898364458607576,0.028846670405835502
60,2.136188586504229e-29,1.855430104812311e-29,2.0626367192436224e-29,1.9530751059216963e-29,2.4548232843392966e-29,5.594357912334025e-29,2.4189824057071298e-29,2.127917031763277e-29,1.9550772164875163e-29,2.250924574028392e-28
